in the middle of,～のまん中に,"Our car ran out of gasoline right <u><font color=""#FFC000"">in the middle of</font></u> the main street.<br><br><div style=""height: 140px; overflow: auto;"">空間的な意味での「～のまん中に」の他に、時間的な意味での「～のまん中に」「～の最中」という意味を表す。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
close to,～に近い，～と親しい，～の近くに,"Shinsuke sat <u><font color=""#FFC000"">closer to</font></u> the right aisle than Ken.<br><br><div style=""height: 140px; overflow: auto;"">目的語には物・人をとり、距離が近いこと、関係が近いことを意味する。intimateも関係が親密なことを意味する点で同義。</div><br><br>類義語 : <b>near</b>（近くに）<br>反意語 : <br>参考 : "
What about ～?,～はどうですか＜提案・勧誘＞,"<u><font color=""#FFC000"">What about</font></u> a picnic in the park?<br><br><div style=""height: 140px; overflow: auto;"">How about doing～？と同義で「～はどうですか」という提案に用いるが、What about him?（彼がどうかしたの）という意味もある。</div><br><br>類義語 : <b>How about doing</b>～?（（～して）はどうですか？）<br>反意語 : <br>参考 : "
on the other hand,他方では，これに対して,"Food was abundant, but <u><font color=""#FFC000"">on the other hand</font></u>, water was running short.<br><br><div style=""height: 140px; overflow: auto;"">on one handと呼応することもあり、「一方で～、他方で～」という意味で用いられる。</div><br><br>類義語 : <b>but then</b>（しかしまた一方で）<br>反意語 : <br>参考 : "
speak of,～について話す,"<u><font color=""#FFC000"">Speaking of</font></u> traveling, have you ever visited Europe?<br><br><div style=""height: 140px; overflow: auto;"">talk about～と同義で「～について話す」の意味で用いられる熟語。</div><br><br>類義語 : <b>talk about</b>（～について話す）<br>反意語 : <br>参考 : "
go on,続く，起こる,"What's <u><font color=""#FFC000"">going on</font></u> in Tokyo?<br><br><div style=""height: 140px; overflow: auto;"">「続く」「続いて起こる」の意味を表す熟語。happen, occur, continueなども同様の意味で用いられる。</div><br><br>類義語 : <b>happen</b><br>反意語 : <br>参考 : <b>Go on</b>, <b>please</b>.（どうぞお続けください）"
How about ～?,～（をして）はどうですか,"<u><font color=""#FFC000"">How about</font></u> going shopping at the department store? <br><br><div style=""height: 140px; overflow: auto;"">「～してはどうですか」という提案を示す。What about doing～？も同意の表現として用いられる。</div><br><br>類義語 : <b>What about doing</b>～?（～はどうですか？）<br>反意語 : <br>参考 : "
not ～ at all,決して～ない,"He is <u><font color=""#FFC000"">not</font></u> interested in politics <u><font color=""#FFC000"">at all</font></u>.<br><br><div style=""height: 140px; overflow: auto;"">否定を強調する表現。疑問文の応答などとしても用いる。not～in the leastも「全く～ない」という意味で同義。</div><br><br>類義語 : <b>not</b>～<b>in the least</b>（全く～ない）<br>反意語 : <br>参考 : "
a number of,たくさん＜数＞の～,"<u><font color=""#FFC000"">A number of</font></u> people like baseball better than any other sport .<br><br><div style=""height: 140px; overflow: auto;"">数の多さを言う場合に用いる。a large number of, numbers of, manyも同義。量の多さを言う場合a great deal of～。</div><br><br>類義語 : <b>a large number of</b>（たくさんの～）<br>反意語 : <br>参考 : "
on earth,一体全体,"What <u><font color=""#FFC000"">on earth</font></u> did you go to such a place for?<br><br><div style=""height: 140px; overflow: auto;"">強調を意味する。「一体全体～」などと訳される。</div><br><br>類義語 : <b>in the world</b>（まったく～）<br>反意語 : <br>参考 : "
as a result of,～の結果として,"Misunderstanding arises <u><font color=""#FFC000"">as a result of</font></u> speaking too frankly.<br><br><div style=""height: 140px; overflow: auto;"">of以下には事柄などの名詞がきて、「～の結果」という意味の副詞句となる。</div><br><br>類義語 : <br>反意語 : <br>参考 : <b>with the result that</b>（その結果）"
less than,～より少なく,"My cell phone is <u><font color=""#FFC000"">less</font></u> expensive <u><font color=""#FFC000"">than</font></u> yours.<br><br><div style=""height: 140px; overflow: auto;"">than以下には比較の対象がきて、「～より少ない（く）」という意味で広く用いられる。</div><br><br>類義語 : <br>反意語 : <b>more than</b>（～より多く）<br>参考 : "
